ies_name	ies_ret	ies+	ies-
IESPGM.PTET51.1.43.229383	0.3125	20	44
IESPGM.PTET51.1.43.231972	0.2553	12	35
IESPGM.PTET51.1.43.235076	0.1892	7	30
IESPGM.PTET51.1.43.236023	0.4222	19	26
IESPGM.PTET51.1.43.236596	0.2778	10	26
IESPGM.PTET51.1.43.242379	0.2593	21	60
IESPGM.PTET51.1.43.242483	0.2083	20	76
IESPGM.PTET51.1.43.243926	0.9118	31	3
IESPGM.PTET51.1.43.245058	0.2396	23	73
IESPGM.PTET51.1.43.246399	0.2222	12	42
IESPGM.PTET51.1.43.247155	0.4130	38	54
IESPGM.PTET51.1.43.247470	0.2875	23	57
IESPGM.PTET51.1.43.248067	0.3390	20	39
IESPGM.PTET51.1.43.250532	0.5250	42	38
IESPGM.PTET51.1.43.257626	0.2400	18	57
IESPGM.PTET51.1.43.257842	0.3516	32	59
IESPGM.PTET51.1.43.258639	0.3333	23	46
IESPGM.PTET51.1.43.259016	0.1892	14	60
IESPGM.PTET51.1.43.259560	0.4737	18	20
IESPGM.PTET51.1.43.261112	0.0294	2	66
IESPGM.PTET51.1.43.262472	0.2294	25	84
IESPGM.PTET51.1.43.265029	0.2917	14	34
IESPGM.PTET51.1.43.267309	0.1818	12	54
IESPGM.PTET51.1.43.270065	0.4222	19	26
IESPGM.PTET51.1.43.271674	1.0000	12	0
IESPGM.PTET51.1.43.272091	0.5128	20	19
IESPGM.PTET51.1.43.273567	0.3077	8	18
IESPGM.PTET51.1.43.273984	0.6176	21	13
IESPGM.PTET51.1.43.276669	0.2687	18	49
IESPGM.PTET51.1.43.280420	0.3030	20	46
IESPGM.PTET51.1.43.283870	0.4848	16	17
IESPGM.PTET51.1.43.284418	0.5429	19	16
IESPGM.PTET51.1.43.284943	0.8667	13	2
IESPGM.PTET51.1.43.285754	0.3467	26	49
IESPGM.PTET51.1.43.286275	0.1061	7	59
IESPGM.PTET51.1.43.286678	0.0213	1	46
IESPGM.PTET51.1.43.286916	0.4400	11	14
IESPGM.PTET51.1.43.288296	0.4189	31	43
IESPGM.PTET51.1.43.289022	0.3721	16	27
IESPGM.PTET51.1.43.293499	0.1714	6	29
IESPGM.PTET51.1.43.294638	0.5455	18	15
IESPGM.PTET51.1.43.294719	0.5000	17	17
IESPGM.PTET51.1.43.295102	0.0714	4	52
IESPGM.PTET51.1.43.297632	0.1594	11	58
IESPGM.PTET51.1.43.298147	0.5135	19	18
IESPGM.PTET51.1.43.301230	0.4483	13	16
IESPGM.PTET51.1.43.301636	0.5405	40	34
IESPGM.PTET51.1.43.306146	0.2462	16	49
IESPGM.PTET51.1.43.310756	0.4839	30	32
IESPGM.PTET51.1.43.311970	0.4667	7	8
IESPGM.PTET51.1.43.313010	0.4857	17	18
IESPGM.PTET51.1.43.314715	0.3065	19	43
IESPGM.PTET51.1.43.315356	0.2333	7	23
IESPGM.PTET51.1.43.319425	0.5556	15	12
IESPGM.PTET51.1.43.319688	0.2267	17	58
IESPGM.PTET51.1.43.321424	0.3704	10	17
IESPGM.PTET51.1.43.322070	0.2143	6	22
IESPGM.PTET51.1.43.324293	0.4375	14	18
IESPGM.PTET51.1.43.325929	0.3182	7	15
IESPGM.PTET51.1.43.329529	0.0984	6	55
IESPGM.PTET51.1.43.335304	0.5455	6	5
IESPGM.PTET51.1.43.338184	0.2188	14	50
IESPGM.PTET51.1.43.339433	0.2375	19	61
IESPGM.PTET51.1.43.339485	0.0972	7	65
IESPGM.PTET51.1.43.339502	0.1948	15	62
IESPGM.PTET51.1.43.340924	0.4400	22	28
IESPGM.PTET51.1.43.342406	0.3793	22	36
IESPGM.PTET51.1.43.343710	0.6170	29	18
IESPGM.PTET51.1.43.344584	0.1064	5	42
IESPGM.PTET51.1.43.349493	0.2500	19	57
IESPGM.PTET51.1.43.350477	0.1714	18	87
IESPGM.PTET51.1.43.351432	0.3443	21	40
IESPGM.PTET51.1.43.353715	0.2157	11	40
IESPGM.PTET51.1.43.353742	0.1489	7	40
IESPGM.PTET51.1.43.353985	0.1915	9	38
IESPGM.PTET51.1.43.355532	0.1522	7	39
IESPGM.PTET51.1.43.357669	0.3882	33	52
IESPGM.PTET51.1.43.358802	0.0882	3	31
IESPGM.PTET51.1.43.361089	0.1786	5	23
IESPGM.PTET51.1.43.363240	0.2564	20	58
IESPGM.PTET51.1.43.365926	0.2951	18	43
IESPGM.PTET51.1.43.366758	0.4231	22	30
IESPGM.PTET51.1.43.367958	0.3488	15	28
IESPGM.PTET51.1.43.368114	0.1064	5	42
IESPGM.PTET51.1.43.368868	0.4286	12	16
IESPGM.PTET51.1.43.370964	0.2391	11	35
IESPGM.PTET51.1.43.371091	0.3696	17	29
IESPGM.PTET51.1.43.371859	0.3718	29	49
IESPGM.PTET51.1.43.372185	0.2308	15	50
IESPGM.PTET51.1.43.373310	0.3226	10	21
IESPGM.PTET51.1.43.374360	0.2576	17	49
IESPGM.PTET51.1.43.375883	0.8500	17	3
IESPGM.PTET51.1.43.377009	0.4211	16	22
IESPGM.PTET51.1.43.378976	0.6538	17	9
IESPGM.PTET51.1.43.380596	0.0455	1	21
IESPGM.PTET51.1.43.380625	0.0000	0	30
IESPGM.PTET51.1.43.380916	0.3814	37	60
IESPGM.PTET51.1.43.381436	0.2826	13	33
IESPGM.PTET51.1.43.381483	0.3939	13	20
IESPGM.PTET51.1.43.381490	0.2692	7	19
IESPGM.PTET51.1.43.381611	0.2500	15	45
IESPGM.PTET51.1.43.381854	0.5904	49	34
IESPGM.PTET51.1.43.383214	0.4118	21	30
IESPGM.PTET51.1.43.383373	0.3333	18	36
IESPGM.PTET51.1.43.384253	0.2639	19	53
IESPGM.PTET51.1.43.384830	0.5217	24	22
IESPGM.PTET51.1.43.385029	0.5833	14	10
IESPGM.PTET51.1.43.385739	0.1750	7	33
IESPGM.PTET51.1.43.385865	0.5000	22	22
IESPGM.PTET51.1.43.386393	0.5000	22	22
IESPGM.PTET51.1.43.389130	0.7105	27	11
IESPGM.PTET51.1.43.390796	0.0877	5	52
IESPGM.PTET51.1.43.392651	0.2364	13	42
IESPGM.PTET51.1.43.393646	0.3030	20	46
IESPGM.PTET51.1.43.393727	0.3273	18	37
IESPGM.PTET51.1.43.395010	0.3462	18	34
IESPGM.PTET51.1.43.395027	0.2800	14	36
IESPGM.PTET51.1.43.395177	0.3511	33	61
IESPGM.PTET51.1.43.396992	0.0000	0	26
IESPGM.PTET51.1.43.397041	0.0789	3	35
IESPGM.PTET51.1.43.397373	0.2162	16	58
IESPGM.PTET51.1.43.399611	0.3000	6	14
IESPGM.PTET51.1.43.399947	0.4348	20	26
IESPGM.PTET51.1.43.400898	0.3559	21	38
IESPGM.PTET51.1.43.401889	0.2903	18	44
IESPGM.PTET51.1.43.402730	0.2429	17	53
IESPGM.PTET51.1.43.403263	0.2857	10	25
IESPGM.PTET51.1.43.404620	0.3667	22	38
IESPGM.PTET51.1.43.404810	0.6800	17	8
IESPGM.PTET51.1.43.404962	0.3871	12	19
IESPGM.PTET51.1.43.405456	0.1905	8	34
IESPGM.PTET51.1.43.406252	0.1549	11	60
IESPGM.PTET51.1.43.406533	0.5152	17	16
IESPGM.PTET51.1.43.409762	0.1579	3	16
IESPGM.PTET51.1.43.410298	0.2857	20	50
IESPGM.PTET51.1.43.411516	0.0781	5	59
IESPGM.PTET51.1.43.413084	0.6279	27	16
IESPGM.PTET51.1.43.413562	0.4565	21	25
IESPGM.PTET51.1.43.415356	0.2727	12	32
IESPGM.PTET51.1.43.416213	0.1961	10	41
IESPGM.PTET51.1.43.416697	0.2029	14	55
IESPGM.PTET51.1.43.419018	0.1667	9	45
IESPGM.PTET51.1.43.419485	0.4500	9	11
IESPGM.PTET51.1.43.420572	0.4902	25	26
IESPGM.PTET51.1.43.421970	0.2466	18	55
IESPGM.PTET51.1.43.422007	0.3140	27	59
IESPGM.PTET51.1.43.422523	0.3208	17	36
IESPGM.PTET51.1.43.423494	0.3889	14	22
IESPGM.PTET51.1.43.429058	0.3725	19	32
IESPGM.PTET51.1.43.429906	0.2727	9	24
IESPGM.PTET51.1.43.430755	0.4043	19	28
IESPGM.PTET51.1.43.431341	0.2333	21	69
IESPGM.PTET51.1.43.431816	0.1875	6	26
IESPGM.PTET51.1.43.436107	0.1667	6	30
IESPGM.PTET51.1.43.437113	0.1961	10	41
IESPGM.PTET51.1.43.442391	0.5600	28	22
IESPGM.PTET51.1.43.442716	0.5938	19	13
IESPGM.PTET51.1.43.443041	0.7812	25	7
IESPGM.PTET51.1.43.443246	0.6071	17	11
IESPGM.PTET51.1.43.444963	0.6579	25	13
IESPGM.PTET51.1.43.445881	0.7170	38	15
IESPGM.PTET51.1.43.446062	0.6739	31	15
IESPGM.PTET51.1.43.446317	0.5965	34	23
IESPGM.PTET51.1.43.446440	0.5522	37	30
IESPGM.PTET51.1.43.446968	0.8235	14	3
IESPGM.PTET51.1.43.447495	0.2459	15	46
IESPGM.PTET51.1.43.448357	0.3333	25	50
IESPGM.PTET51.1.43.450361	0.3913	9	14
IESPGM.PTET51.1.43.450757	0.3673	18	31
IESPGM.PTET51.1.43.451072	0.4844	31	33
IESPGM.PTET51.1.43.453980	0.4737	9	10
IESPGM.PTET51.1.43.454583	0.5357	30	26
IESPGM.PTET51.1.43.456097	0.5000	25	25
IESPGM.PTET51.1.43.456961	0.6842	26	12
IESPGM.PTET51.1.43.457400	0.3235	22	46
IESPGM.PTET51.1.43.458170	0.3968	25	38
IESPGM.PTET51.1.43.458347	0.5395	41	35
IESPGM.PTET51.1.43.459816	0.6400	32	18
IESPGM.PTET51.1.43.462728	0.7455	41	14
IESPGM.PTET51.1.43.463862	0.7843	40	11
IESPGM.PTET51.1.43.467767	0.5278	19	17
IESPGM.PTET51.1.43.468109	0.2667	8	22
IESPGM.PTET51.1.43.468285	0.3684	14	24
IESPGM.PTET51.1.43.468507	0.2791	12	31
IESPGM.PTET51.1.43.472704	0.7111	32	13
IESPGM.PTET51.1.43.476954	0.7105	27	11
IESPGM.PTET51.1.53.5181	0.9200	46	4
IESPGM.PTET51.1.53.5995	0.2812	9	23
IESPGM.PTET51.1.53.8794	0.3000	9	21
IESPGM.PTET51.1.53.8842	0.4500	9	11
IESPGM.PTET51.1.53.11585	0.2143	6	22
IESPGM.PTET51.1.53.14800	0.2679	15	41
IESPGM.PTET51.1.53.20729	0.6842	13	6
IESPGM.PTET51.1.53.24641	0.1951	8	33
IESPGM.PTET51.1.53.25399	0.1000	4	36
IESPGM.PTET51.1.53.28676	0.0732	3	38
IESPGM.PTET51.1.53.32630	0.2581	16	46
IESPGM.PTET51.1.53.35526	0.4615	18	21
IESPGM.PTET51.1.53.38902	0.3590	14	25
IESPGM.PTET51.1.53.39973	0.2857	8	20
IESPGM.PTET51.1.53.43832	0.4400	11	14
IESPGM.PTET51.1.53.45190	0.2571	9	26
IESPGM.PTET51.1.53.47226	0.2500	7	21
IESPGM.PTET51.1.53.48315	0.5588	19	15
IESPGM.PTET51.1.53.53159	0.4583	11	13
IESPGM.PTET51.1.53.53528	0.4219	27	37
IESPGM.PTET51.1.53.58296	0.0370	1	26
IESPGM.PTET51.1.53.59169	0.2941	10	24
IESPGM.PTET51.1.53.61212	0.5556	35	28
IESPGM.PTET51.1.53.61395	0.3200	8	17
IESPGM.PTET51.1.53.62797	0.4242	14	19
IESPGM.PTET51.1.53.63050	0.2593	14	40
IESPGM.PTET51.1.53.64736	0.1176	2	15
IESPGM.PTET51.1.53.65973	0.5263	10	9
IESPGM.PTET51.1.53.68405	0.2826	13	33
IESPGM.PTET51.1.53.68714	0.1944	14	58
IESPGM.PTET51.1.53.71328	0.2647	9	25
IESPGM.PTET51.1.53.73474	0.6923	18	8
IESPGM.PTET51.1.53.73537	0.6087	14	9
IESPGM.PTET51.1.53.80985	0.5758	19	14
IESPGM.PTET51.1.53.81577	0.3235	11	23
IESPGM.PTET51.1.53.82982	0.3514	26	48
IESPGM.PTET51.1.53.83519	0.2273	15	51
IESPGM.PTET51.1.53.83702	0.3542	17	31
IESPGM.PTET51.1.53.84278	0.1786	10	46
IESPGM.PTET51.1.53.84312	0.0889	4	41
IESPGM.PTET51.1.53.85631	0.5405	20	17
IESPGM.PTET51.1.53.86446	0.6667	18	9
IESPGM.PTET51.1.53.87463	0.1724	10	48
IESPGM.PTET51.1.53.88604	0.1842	7	31
IESPGM.PTET51.1.53.88809	0.3462	18	34
IESPGM.PTET51.1.53.90785	0.6923	18	8
IESPGM.PTET51.1.53.92945	0.1967	12	49
IESPGM.PTET51.1.53.94290	0.2500	13	39
IESPGM.PTET51.1.53.94757	0.4138	24	34
IESPGM.PTET51.1.53.98359	0.2128	10	37
IESPGM.PTET51.1.53.98758	0.4800	24	26
IESPGM.PTET51.1.53.100042	0.0870	4	42
IESPGM.PTET51.1.53.103997	0.2703	10	27
IESPGM.PTET51.1.53.107384	0.1842	7	31
IESPGM.PTET51.1.53.110069	0.3704	10	17
IESPGM.PTET51.1.53.110139	0.6400	16	9
IESPGM.PTET51.1.53.110414	0.3333	18	36
IESPGM.PTET51.1.53.111148	0.5405	20	17
IESPGM.PTET51.1.53.112390	0.2542	15	44
IESPGM.PTET51.1.53.112514	0.4557	36	43
IESPGM.PTET51.1.53.113994	0.3514	13	24
IESPGM.PTET51.1.53.114705	0.2500	6	18
IESPGM.PTET51.1.53.116396	0.6774	42	20
IESPGM.PTET51.1.53.116544	0.5532	26	21
IESPGM.PTET51.1.53.117582	0.6286	22	13
IESPGM.PTET51.1.53.117898	0.3043	7	16
IESPGM.PTET51.1.53.118016	0.3889	14	22
IESPGM.PTET51.1.53.119772	0.1429	3	18
IESPGM.PTET51.1.53.119899	0.7500	24	8
IESPGM.PTET51.1.53.121775	0.5263	30	27
IESPGM.PTET51.1.53.122916	0.4242	14	19
IESPGM.PTET51.1.53.124763	0.2500	18	54
IESPGM.PTET51.1.53.126664	0.3750	6	10
IESPGM.PTET51.1.53.130818	0.3019	16	37
IESPGM.PTET51.1.53.132617	0.4182	23	32
IESPGM.PTET51.1.53.133744	0.1562	10	54
IESPGM.PTET51.1.53.134888	0.6250	15	9
IESPGM.PTET51.1.53.135938	0.1324	9	59
IESPGM.PTET51.1.53.136834	0.3659	30	52
IESPGM.PTET51.1.53.139570	0.3966	23	35
IESPGM.PTET51.1.53.140094	0.3521	25	46
IESPGM.PTET51.1.53.141919	0.3519	19	35
IESPGM.PTET51.1.53.148705	0.3448	10	19
IESPGM.PTET51.1.53.149399	0.4912	28	29
IESPGM.PTET51.1.53.151115	0.4118	14	20
IESPGM.PTET51.1.53.151913	0.3438	11	21
IESPGM.PTET51.1.53.152783	0.4634	19	22
IESPGM.PTET51.1.53.156108	0.4730	35	39
IESPGM.PTET51.1.53.156524	0.4000	16	24
IESPGM.PTET51.1.53.156837	0.3623	25	44
IESPGM.PTET51.1.53.157722	0.2500	7	21
IESPGM.PTET51.1.53.158725	0.3438	11	21
IESPGM.PTET51.1.53.159710	0.5319	25	22
IESPGM.PTET51.1.53.160667	0.4310	25	33
IESPGM.PTET51.1.53.163361	0.6486	24	13
IESPGM.PTET51.1.53.163718	0.1750	7	33
IESPGM.PTET51.1.53.163890	0.4333	13	17
IESPGM.PTET51.1.53.165320	0.2292	11	37
IESPGM.PTET51.1.53.168131	0.2708	13	35
IESPGM.PTET51.1.53.169048	0.2985	20	47
IESPGM.PTET51.1.53.169716	0.7333	11	4
IESPGM.PTET51.1.53.171703	0.2083	10	38
IESPGM.PTET51.1.53.174339	0.4375	14	18
IESPGM.PTET51.1.53.174474	0.3913	9	14
IESPGM.PTET51.1.53.174824	0.4318	19	25
IESPGM.PTET51.1.53.175602	0.3768	26	43
IESPGM.PTET51.1.53.175966	0.6667	22	11
IESPGM.PTET51.1.53.176498	0.4688	30	34
IESPGM.PTET51.1.53.177292	0.4459	33	41
IESPGM.PTET51.1.53.178178	0.2727	18	48
IESPGM.PTET51.1.53.178902	0.5946	22	15
IESPGM.PTET51.1.53.181283	0.5250	21	19
IESPGM.PTET51.1.53.181773	0.5814	25	18
IESPGM.PTET51.1.53.182522	0.2708	13	35
IESPGM.PTET51.1.53.185705	0.4706	16	18
IESPGM.PTET51.1.53.185851	0.7429	26	9
IESPGM.PTET51.1.53.187061	0.4082	40	58
IESPGM.PTET51.1.53.187093	0.4167	40	56
IESPGM.PTET51.1.53.191807	0.4318	19	25
IESPGM.PTET51.1.53.194002	0.5667	34	26
IESPGM.PTET51.1.53.194026	0.4808	25	27
IESPGM.PTET51.1.53.194965	0.5676	21	16
IESPGM.PTET51.1.53.198496	0.2093	9	34
IESPGM.PTET51.1.53.199341	0.3704	20	34
IESPGM.PTET51.1.53.201139	0.4615	18	21
IESPGM.PTET51.1.53.201842	0.6400	16	9
IESPGM.PTET51.1.53.202233	0.4571	16	19
IESPGM.PTET51.1.53.203587	0.2597	20	57
IESPGM.PTET51.1.53.204255	0.3793	22	36
IESPGM.PTET51.1.53.205429	0.2623	16	45
IESPGM.PTET51.1.53.205994	0.1702	8	39
IESPGM.PTET51.1.53.206951	0.8571	12	2
IESPGM.PTET51.1.53.208026	0.5400	27	23
IESPGM.PTET51.1.53.209264	0.2292	11	37
IESPGM.PTET51.1.53.210918	0.2738	23	61
IESPGM.PTET51.1.53.211161	0.2222	10	35
IESPGM.PTET51.1.53.216349	0.5000	22	22
IESPGM.PTET51.1.53.216834	0.3333	10	20
IESPGM.PTET51.1.53.217779	0.4561	52	62
IESPGM.PTET51.1.53.218458	0.5000	6	6
IESPGM.PTET51.1.53.219961	0.4355	27	35
IESPGM.PTET51.1.53.224301	0.2195	9	32
IESPGM.PTET51.1.53.225257	0.1509	8	45
IESPGM.PTET51.1.53.225391	0.5000	17	17
IESPGM.PTET51.1.53.225831	0.6875	22	10
IESPGM.PTET51.1.53.229174	0.7778	14	4
IESPGM.PTET51.1.53.229320	0.2778	10	26
IESPGM.PTET51.1.53.229971	0.4000	22	33
IESPGM.PTET51.1.53.232513	0.7188	23	9
IESPGM.PTET51.1.53.234956	0.1692	11	54
IESPGM.PTET51.1.53.235402	0.6176	21	13
IESPGM.PTET51.1.53.235836	0.2034	12	47
IESPGM.PTET51.1.53.237738	0.3111	14	31
IESPGM.PTET51.1.53.239641	0.0588	2	32
IESPGM.PTET51.1.53.241049	0.1935	6	25
IESPGM.PTET51.1.53.241585	0.3143	11	24
IESPGM.PTET51.1.53.242157	0.3784	28	46
IESPGM.PTET51.1.53.244134	0.0714	5	65
IESPGM.PTET51.1.53.244435	0.3289	25	51
IESPGM.PTET51.1.53.247876	0.5323	33	29
IESPGM.PTET51.1.53.250307	0.3750	12	20
IESPGM.PTET51.1.53.250378	0.5294	18	16
IESPGM.PTET51.1.53.253329	0.2045	9	35
IESPGM.PTET51.1.53.255381	0.3784	28	46
IESPGM.PTET51.1.53.255730	0.4348	10	13
IESPGM.PTET51.1.53.255845	0.3542	17	31
IESPGM.PTET51.1.53.257200	0.1852	5	22
IESPGM.PTET51.1.53.257492	0.4400	33	42
IESPGM.PTET51.1.53.259745	0.8235	42	9
IESPGM.PTET51.1.53.262116	0.2083	5	19
IESPGM.PTET51.1.53.262124	0.2400	6	19
IESPGM.PTET51.1.53.267355	0.4167	10	14
IESPGM.PTET51.1.53.269449	0.2342	26	85
IESPGM.PTET51.1.53.270958	0.3824	13	21
IESPGM.PTET51.1.53.271550	0.4085	29	42
IESPGM.PTET51.1.53.273743	0.3585	38	68
IESPGM.PTET51.1.53.274058	0.3864	17	27
IESPGM.PTET51.1.53.275141	0.2609	6	17
IESPGM.PTET51.1.53.277555	0.3571	15	27
IESPGM.PTET51.1.53.278362	0.1553	16	87
IESPGM.PTET51.1.53.279446	0.3438	11	21
IESPGM.PTET51.1.53.282276	0.3077	20	45
IESPGM.PTET51.1.53.282469	0.2000	3	12
IESPGM.PTET51.1.53.282710	0.2821	11	28
IESPGM.PTET51.1.53.284790	0.2045	9	35
IESPGM.PTET51.1.53.285532	0.2368	18	58
IESPGM.PTET51.1.53.286732	0.2794	19	49
IESPGM.PTET51.1.53.288058	0.2917	14	34
IESPGM.PTET51.1.53.288415	0.3934	24	37
IESPGM.PTET51.1.53.288633	0.5926	16	11
IESPGM.PTET51.1.53.291557	0.1875	3	13
IESPGM.PTET51.1.53.295095	0.2029	14	55
IESPGM.PTET51.1.53.298874	0.5926	32	22
IESPGM.PTET51.1.53.298919	0.5455	12	10
IESPGM.PTET51.1.53.300270	0.2105	8	30
IESPGM.PTET51.1.53.301708	0.6452	20	11
IESPGM.PTET51.1.53.302908	0.3803	27	44
IESPGM.PTET51.1.53.304666	0.4019	43	64
IESPGM.PTET51.1.53.305032	0.3559	21	38
IESPGM.PTET51.1.53.305902	0.4571	16	19
IESPGM.PTET51.1.53.312730	0.3818	21	34
IESPGM.PTET51.1.53.312852	0.2439	10	31
IESPGM.PTET51.1.53.316060	0.4200	21	29
IESPGM.PTET51.1.53.317133	0.2653	13	36
IESPGM.PTET51.1.53.317149	0.2051	8	31
IESPGM.PTET51.1.53.317779	0.2319	16	53
IESPGM.PTET51.1.53.319607	0.3091	17	38
IESPGM.PTET51.1.53.320986	0.3467	26	49
IESPGM.PTET51.1.53.323905	0.2609	12	34
IESPGM.PTET51.1.53.323915	0.1795	7	32
IESPGM.PTET51.1.53.324870	0.3611	13	23
IESPGM.PTET51.1.53.326097	0.0606	2	31
IESPGM.PTET51.1.53.326982	0.2000	10	40
IESPGM.PTET51.1.53.330046	0.0897	7	71
IESPGM.PTET51.1.53.330097	0.2346	19	62
IESPGM.PTET51.1.53.331456	0.0698	6	80
IESPGM.PTET51.1.53.332865	0.4545	25	30
IESPGM.PTET51.1.53.336571	0.1053	6	51
IESPGM.PTET51.1.53.337712	0.4545	25	30
IESPGM.PTET51.1.53.340639	0.3077	8	18
IESPGM.PTET51.1.53.340680	0.6364	14	8
IESPGM.PTET51.1.53.341389	0.2889	13	32
IESPGM.PTET51.1.53.341435	0.3404	16	31
IESPGM.PTET51.1.53.342316	0.5455	12	10
IESPGM.PTET51.1.53.343124	0.3433	23	44
IESPGM.PTET51.1.53.353473	0.4314	22	29
IESPGM.PTET51.1.53.354215	0.1463	6	35
IESPGM.PTET51.1.53.354273	0.4000	20	30
IESPGM.PTET51.1.53.354684	0.2881	17	42
IESPGM.PTET51.1.53.356870	0.2609	12	34
IESPGM.PTET51.1.53.361385	0.3243	12	25
IESPGM.PTET51.1.53.364478	0.1395	6	37
IESPGM.PTET51.1.53.368446	0.5500	22	18
IESPGM.PTET51.1.53.368500	0.5000	17	17
IESPGM.PTET51.1.53.369785	0.3400	17	33
IESPGM.PTET51.1.53.370766	0.3103	18	40
IESPGM.PTET51.1.53.376580	0.4706	8	9
IESPGM.PTET51.1.53.377138	0.5294	27	24
IESPGM.PTET51.1.53.377359	0.4681	22	25
IESPGM.PTET51.1.53.378502	0.3333	28	56
IESPGM.PTET51.1.53.379368	0.2381	5	16
IESPGM.PTET51.1.53.385310	0.2727	12	32
IESPGM.PTET51.1.53.387898	0.5676	21	16
IESPGM.PTET51.1.53.389877	0.0800	4	46
IESPGM.PTET51.1.53.395136	0.8462	11	2
IESPGM.PTET51.1.53.397747	0.3725	19	32
IESPGM.PTET51.1.53.401479	0.1852	10	44
IESPGM.PTET51.1.53.403904	0.3125	15	33
IESPGM.PTET51.1.53.404134	0.2500	10	30
IESPGM.PTET51.1.53.404627	0.9048	19	2
IESPGM.PTET51.1.53.405240	0.8235	14	3
IESPGM.PTET51.1.53.405479	0.2692	7	19
IESPGM.PTET51.1.53.405682	0.6316	24	14
IESPGM.PTET51.1.53.405785	0.6071	17	11
IESPGM.PTET51.1.53.406088	0.3750	18	30
IESPGM.PTET51.1.53.406862	0.6471	11	6
IESPGM.PTET51.1.53.409750	0.3448	20	38
IESPGM.PTET51.1.53.411227	0.4648	33	38
IESPGM.PTET51.1.53.412177	0.4324	16	21
IESPGM.PTET51.1.53.414119	0.6909	38	17
IESPGM.PTET51.1.53.415719	0.5484	17	14
IESPGM.PTET51.1.53.417896	0.3793	22	36
IESPGM.PTET51.1.53.419822	0.5294	9	8
IESPGM.PTET51.1.53.422006	0.4821	27	29
IESPGM.PTET51.1.53.422158	0.4262	26	35
IESPGM.PTET51.1.53.422251	0.2759	16	42
IESPGM.PTET51.1.53.422263	0.3214	18	38
IESPGM.PTET51.1.53.422885	0.3500	7	13
IESPGM.PTET51.1.53.425826	0.5769	45	33
IESPGM.PTET51.1.53.429956	0.2414	7	22
IESPGM.PTET51.1.53.431860	0.2917	14	34
IESPGM.PTET51.1.53.433566	0.8000	16	4
IESPGM.PTET51.1.53.436640	0.2083	5	19
IESPGM.PTET51.1.53.437554	0.3214	9	19
IESPGM.PTET51.1.53.439343	0.2500	13	39
IESPGM.PTET51.1.53.439768	0.6000	24	16
IESPGM.PTET51.1.53.442493	0.5484	17	14
IESPGM.PTET51.1.53.446636	0.2289	19	64
IESPGM.PTET51.1.53.450645	0.3077	16	36
IESPGM.PTET51.1.53.451048	0.3253	27	56
IESPGM.PTET51.1.53.451398	0.5484	17	14
IESPGM.PTET51.1.53.452088	0.1250	6	42
IESPGM.PTET51.1.53.452378	0.2075	11	42
IESPGM.PTET51.1.53.453592	0.2807	16	41
IESPGM.PTET51.1.53.455442	0.4458	37	46
IESPGM.PTET51.1.120.168	0.6364	21	12
IESPGM.PTET51.1.120.290	0.5600	28	22
IESPGM.PTET51.1.120.419	0.4444	20	25
IESPGM.PTET51.1.120.775	0.8333	30	6
IESPGM.PTET51.1.120.903	0.6765	23	11
IESPGM.PTET51.1.120.1027	0.4444	12	15
IESPGM.PTET51.1.120.1260	0.6250	10	6
IESPGM.PTET51.1.120.1773	0.5455	12	10
IESPGM.PTET51.1.120.7417	0.6786	19	9
IESPGM.PTET51.1.120.8234	0.2807	16	41
IESPGM.PTET51.1.120.8254	0.2295	14	47
IESPGM.PTET51.1.120.9649	0.2571	9	26
IESPGM.PTET51.1.120.10126	0.2826	13	33
IESPGM.PTET51.1.120.10267	0.5278	19	17
IESPGM.PTET51.1.120.10714	0.3333	6	12
IESPGM.PTET51.1.120.11891	0.2368	9	29
IESPGM.PTET51.1.120.12257	0.3000	9	21
IESPGM.PTET51.1.120.13596	0.3226	10	21
IESPGM.PTET51.1.120.13833	0.5116	22	21
IESPGM.PTET51.1.120.15088	0.6250	15	9
IESPGM.PTET51.1.120.15167	0.8333	20	4
IESPGM.PTET51.1.120.15193	0.8095	17	4
IESPGM.PTET51.1.120.15228	0.7667	23	7
IESPGM.PTET51.1.120.15412	0.4359	17	22
IESPGM.PTET51.1.120.16153	0.6923	18	8
IESPGM.PTET51.1.120.16263	0.7500	6	2
IESPGM.PTET51.1.120.17152	0.2200	22	78
IESPGM.PTET51.1.120.18138	0.4359	17	22
IESPGM.PTET51.1.120.18534	0.4651	20	23
IESPGM.PTET51.1.120.18639	0.2941	10	24
IESPGM.PTET51.1.120.19563	0.3824	13	21
IESPGM.PTET51.1.120.20007	0.3556	16	29
IESPGM.PTET51.1.120.21856	0.1860	8	35
IESPGM.PTET51.1.120.22422	0.3390	20	39
IESPGM.PTET51.1.120.25041	0.4091	18	26
IESPGM.PTET51.1.120.25601	0.3671	29	50
IESPGM.PTET51.1.120.26357	0.6071	51	33
IESPGM.PTET51.1.120.27300	0.5833	7	5
IESPGM.PTET51.1.120.28027	0.3830	18	29
IESPGM.PTET51.1.120.29167	0.3485	23	43
IESPGM.PTET51.1.120.30609	0.4884	21	22
IESPGM.PTET51.1.120.31672	0.2857	10	25
IESPGM.PTET51.1.120.31911	0.3607	22	39
IESPGM.PTET51.1.120.32514	0.2947	28	67
IESPGM.PTET51.1.120.34925	0.3421	13	25
IESPGM.PTET51.1.120.35130	0.2714	19	51
IESPGM.PTET51.1.120.35297	0.3433	23	44
